Date,3M 
2/17/2000,9.09
2/16/2000,9.26
2/15/2000,8.86
2/14/2000,9.22
2/11/2000,8.67
2/10/2000,9.02
2/9/2000,9.52
2/8/2000,9.51
2/7/2000,10.11
2/4/2000,10.11
2/3/2000,10.11
2/2/2000,9.91
2/1/2000,9.81
1/31/2000,10.01
1/28/2000,9.96
1/27/2000,9.87
1/26/2000,10.37
1/25/2000,9.87
1/24/2000,10.81
1/21/2000,10.56
1/20/2000,10.81
1/19/2000,10.76
1/18/2000,10.96
1/17/2000,10.33
1/14/2000,10.66
1/13/2000,10.71
1/12/2000,10.7
1/11/2000,9.91
1/10/2000,10.4
1/7/2000,10.11
1/6/2000,10.29
1/5/2000,10.63
1/4/2000,9.49
1/3/2000,9.57
