Date,6M ,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
2/6/2014,3.32,3.365,3.42,3.575,3.735,3.895,4.05,4.31,4.58
2/5/2014,3.325,3.365,3.42,3.575,3.73,3.89,4.045,4.305,4.58
2/4/2014,3.33,3.38,3.435,3.595,3.745,3.905,4.065,4.325,4.595
2/3/2014,3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
1/31/2014,3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
1/30/2014,3.315,3.375,3.435,3.6,3.765,3.93,4.1,4.375,4.655
1/29/2014,3.33,3.39,3.4425,3.6,3.7625,3.9275,4.085,4.36,4.635
1/28/2014,3.3475,3.39,3.45,3.62,3.7825,3.94,4.105,4.38,4.6525
1/27/2014,3.35,3.425,3.4775,3.635,3.78,3.955,4.115,4.38,4.655
1/24/2014,3.335,3.385,3.42,3.57,3.715,3.87,4.025,4.295,4.555
1/23/2014,3.325,3.365,3.4,3.555,3.72,3.885,4.055,4.325,4.605
1/22/2014,3.315,3.35,3.385,3.545,3.715,3.885,4.06,4.34,4.61
1/21/2014,3.315,3.35,3.38,3.545,3.71,3.88,4.055,4.335,4.615
1/20/2014,3.325,3.355,3.385,3.525,3.68,3.845,4.01,4.28,4.565
1/17/2014,3.305,3.335,3.365,3.495,3.65,3.81,3.975,4.25,4.535
1/16/2014,3.31,3.34,3.37,3.51,3.675,3.84,4.01,4.285,4.56
1/15/2014,3.31,3.34,3.365,3.505,3.67,3.845,4.015,4.295,4.57
1/14/2014,3.3,3.325,3.35,3.49,3.66,3.835,4.01,4.29,4.56
1/13/2014,3.305,3.325,3.35,3.485,3.655,3.815,3.985,4.26,4.525
1/10/2014,3.305,3.332,3.36,3.515,3.69,3.87,4.055,4.335,4.605
1/9/2014,3.31,3.335,3.365,3.52,3.705,3.895,4.09,4.375,4.66
1/8/2014,3.315,3.3325,3.355,3.5075,3.685,3.89,4.0625,4.355,4.64
1/7/2014,3.305,3.315,3.345,3.505,3.695,3.875,4.06,4.345,4.62
1/6/2014,3.325,3.345,3.3675,3.5225,3.7075,3.885,4.07,4.36,4.63
1/3/2014,3.32,3.35,3.38,3.5475,3.7375,3.925,4.085,4.385,4.66
1/2/2014,3.345,3.375,3.405,3.6025,3.77,3.975,4.15,4.44,4.75
1/1/2014,3.38,3.39,3.4125,3.605,3.74,3.93,4.125,4.41,4.695
12/31/2013,3.38,3.39,3.4125,3.605,3.74,3.93,4.125,4.41,4.695
12/30/2013,3.395,3.405,3.425,3.6,3.76,3.955,4.13,4.425,4.695
12/27/2013,3.32,3.36,3.39,3.565,3.735,3.91,4.1,4.39,4.66
12/26/2013,3.33,3.37,3.4,3.575,3.745,3.92,4.11,4.4,4.67
12/25/2013,3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
12/24/2013,3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
12/23/2013,3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
12/20/2013,3.28,3.32,3.35,3.525,3.695,3.87,4.06,4.35,4.62
12/19/2013,3.29,3.32,3.35,3.525,3.695,3.875,4.06,4.345,4.62
12/18/2013,3.28,3.31,3.34,3.51,3.68,3.855,4.045,4.33,4.605
12/17/2013,3.29,3.32,3.35,3.52,3.69,3.875,4.065,4.35,4.635
12/16/2013,3.275,3.315,3.345,3.515,3.685,3.86,4.045,4.33,4.605
12/13/2013,3.26,3.305,3.335,3.52,3.69,3.88,4.065,4.355,4.64
12/12/2013,3.255,3.285,3.31,3.48,3.635,3.805,3.99,4.27,4.56
12/11/2013,3.25,3.285,3.31,3.47,3.62,3.785,3.96,4.24,4.52
12/10/2013,3.245,3.28,3.305,3.465,3.61,3.77,3.945,4.23,4.5
12/9/2013,3.255,3.295,3.32,3.49,3.645,3.815,4,4.285,4.56
12/6/2013,3.255,3.295,3.32,3.49,3.66,3.84,4.03,4.325,4.61
12/5/2013,3.245,3.275,3.305,3.465,3.63,3.805,3.99,4.28,4.555
12/4/2013,3.245,3.275,3.305,3.455,3.615,3.79,3.97,4.25,4.535
12/3/2013,3.245,3.275,3.305,3.45,3.605,3.77,3.95,4.235,4.5
12/2/2013,3.245,3.27,3.3,3.44,3.595,3.765,3.945,4.23,4.5
11/29/2013,3.245,3.27,3.3,3.435,3.59,3.755,3.935,4.22,4.495
11/28/2013,3.22,3.245,3.285,3.43,3.585,3.755,3.94,4.225,4.5
11/27/2013,3.215,3.24,3.28,3.425,3.58,3.75,3.935,4.22,4.495
11/26/2013,3.225,3.245,3.285,3.43,3.585,3.76,3.945,4.225,4.495
11/25/2013,3.215,3.235,3.275,3.42,3.58,3.76,3.95,4.23,4.495
11/22/2013,3.235,3.255,3.29,3.425,3.59,3.77,3.965,4.245,4.51
11/21/2013,3.22,3.24,3.275,3.41,3.58,3.765,3.96,4.245,4.52
11/20/2013,3.22,3.235,3.27,3.395,3.555,3.735,3.92,4.19,4.455
11/19/2013,3.215,3.23,3.265,3.395,3.555,3.735,3.92,4.19,4.465
11/18/2013,3.215,3.23,3.265,3.395,3.56,3.74,3.925,4.205,4.47
11/15/2013,3.215,3.235,3.265,3.395,3.56,3.725,3.91,4.195,4.445
11/14/2013,3.21,3.23,3.26,3.38,3.53,3.7,3.88,4.15,4.415
11/13/2013,3.21,3.23,3.26,3.37,3.51,3.675,3.85,4.12,4.385
11/12/2013,3.21,3.23,3.26,3.385,3.53,3.705,3.89,4.16,4.44
11/11/2013,3.215,3.24,3.27,3.385,3.52,3.69,3.865,4.13,4.395
11/8/2013,3.205,3.225,3.255,3.35,3.47,3.63,3.785,4.04,4.3
11/7/2013,3.22,3.24,3.27,3.37,3.49,3.64,3.8,4.06,4.3
11/6/2013,3.22,3.24,3.27,3.37,3.49,3.635,3.8,4.06,4.305
11/5/2013,3.215,3.235,3.265,3.355,3.47,3.615,3.77,4.02,4.265
11/4/2013,3.215,3.235,3.265,3.355,3.47,3.615,3.77,4.02,4.265
11/1/2013,3.225,3.245,3.275,3.35,3.45,3.59,3.735,3.985,4.23
10/31/2013,3.215,3.235,3.26,3.33,3.425,3.55,3.685,3.925,4.165
10/30/2013,3.215,3.23,3.255,3.315,3.41,3.525,3.655,3.895,4.13
10/29/2013,3.21,3.225,3.255,3.32,3.42,3.535,3.665,3.905,4.145
10/28/2013,3.21,3.225,3.255,3.325,3.425,3.535,3.665,3.905,4.13
10/25/2013,3.215,3.2225,3.2425,3.295,3.39,3.5,3.6325,3.865,4.095
10/24/2013,3.195,3.205,3.225,3.285,3.385,3.5,3.63,3.865,4.095
10/23/2013,3.205,3.215,3.235,3.29,3.39,3.51,3.645,3.88,4.11
10/22/2013,3.21,3.225,3.25,3.315,3.425,3.555,3.7,3.95,4.195
10/21/2013,3.2,3.21,3.235,3.295,3.4,3.53,3.67,3.92,4.15
10/18/2013,3.2,3.21,3.235,3.29,3.4,3.525,3.665,3.92,4.155
10/17/2013,3.2,3.21,3.235,3.29,3.4,3.535,3.68,3.94,4.17
10/16/2013,3.21,3.225,3.25,3.32,3.445,3.6,3.76,4.03,4.285
10/15/2013,3.21,3.23,3.255,3.33,3.445,3.6,3.76,4.025,4.275
10/14/2013,3.21,3.23,3.255,3.33,3.445,3.6,3.76,4.025,4.275
10/11/2013,3.215,3.235,3.26,3.34,3.46,3.615,3.78,4.05,4.3
10/10/2013,3.22,3.245,3.27,3.36,3.485,3.645,3.81,4.08,4.335
10/9/2013,3.21,3.225,3.25,3.335,3.45,3.6,3.76,4.025,4.28
10/8/2013,3.215,3.235,3.26,3.35,3.47,3.62,3.78,4.05,4.305
10/7/2013,3.215,3.24,3.265,3.345,3.46,3.61,3.765,4.035,4.285
10/4/2013,3.21,3.23,3.255,3.35,3.46,3.605,3.76,4.025,4.27
10/3/2013,3.215,3.24,3.265,3.365,3.485,3.63,3.785,4.05,4.31
10/2/2013,3.225,3.245,3.27,3.355,3.475,3.615,3.77,4.03,4.29
10/1/2013,3.225,3.245,3.275,3.37,3.495,3.655,3.81,4.075,4.335
9/30/2013,3.225,3.245,3.27,3.37,3.48,3.625,3.7975,4.065,4.315
9/27/2013,3.225,3.245,3.27,3.375,3.495,3.645,3.79,4.055,4.32
9/26/2013,3.215,3.235,3.275,3.37,3.48,3.64,3.805,4.065,4.325
9/25/2013,3.215,3.235,3.275,3.375,3.475,3.635,3.785,4.045,4.305
9/24/2013,3.215,3.225,3.26,3.36,3.465,3.615,3.77,4.04,4.3
9/23/2013,3.215,3.225,3.26,3.36,3.465,3.625,3.79,4.045,4.3
9/20/2013,3.215,3.225,3.245,3.33,3.425,3.555,3.725,3.975,4.225
9/19/2013,3.215,3.225,3.245,3.325,3.425,3.535,3.685,3.92,4.15
9/18/2013,3.23,3.25,3.28,3.38,3.52,3.67,3.835,4.095,4.355
9/17/2013,3.24,3.26,3.27,3.375,3.505,3.655,3.82,4.085,4.345
9/16/2013,3.245,3.265,3.285,3.4,3.55,3.73,3.91,4.17,4.375
9/13/2013,3.245,3.265,3.285,3.4,3.55,3.73,3.91,4.17,4.43
9/12/2013,3.245,3.265,3.26,3.41,3.535,3.705,3.895,4.16,4.42
9/11/2013,3.245,3.265,3.29,3.415,3.575,3.735,3.91,4.17,4.43
9/10/2013,3.25,3.27,3.295,3.435,3.615,3.785,3.97,4.245,4.515
9/9/2013,3.255,3.275,3.3025,3.465,3.665,3.835,4.015,4.295,4.565
9/6/2013,3.255,3.275,3.31,3.48,3.675,3.86,4.05,4.325,4.605
9/5/2013,3.24,3.255,3.295,3.495,3.69,3.87,4.065,4.345,4.63
9/4/2013,3.23,3.245,3.28,3.475,3.665,3.835,4.0175,4.3,4.585
9/3/2013,3.23,3.255,3.295,3.47,3.66,3.825,4.015,4.305,4.595
9/2/2013,3.225,3.255,3.3,3.475,3.68,3.87,4.065,4.345,4.645
8/30/2013,3.225,3.255,3.3,3.475,3.665,3.845,4.07,4.36,4.66
8/29/2013,3.225,3.255,3.305,3.495,3.7,3.89,4.095,4.395,4.695
8/28/2013,3.23,3.255,3.315,3.485,3.685,3.885,4.08,4.39,4.695
8/27/2013,3.23,3.255,3.305,3.455,3.635,3.82,4.015,4.325,4.625
8/26/2013,3.23,3.255,3.285,3.405,3.59,3.79,3.975,4.265,4.555
8/23/2013,3.23,3.255,3.29,3.43,3.62,3.8175,4.02,4.31,4.6
8/22/2013,3.235,3.255,3.3,3.46,3.655,3.865,4.08,4.38,4.68
8/21/2013,3.22,3.24,3.285,3.425,3.615,3.815,4.03,4.32,4.61
8/20/2013,3.22,3.24,3.29,3.435,3.625,3.815,4.025,4.315,4.605
8/19/2013,3.225,3.245,3.28,3.455,3.645,3.845,4.075,4.38,4.68
8/16/2013,3.22,3.24,3.28,3.425,3.59,3.79,3.9975,4.3,4.6
8/15/2013,3.22,3.24,3.27,3.425,3.585,3.775,3.975,4.265,4.55
8/14/2013,3.22,3.24,3.275,3.415,3.565,3.74,3.93,4.21,4.495
8/13/2013,3.22,3.24,3.275,3.395,3.525,3.69,3.87,4.145,4.42
8/12/2013,3.22,3.24,3.255,3.365,3.51,3.63,3.81,4.045,4.28
8/9/2013,3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
8/8/2013,3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
8/7/2013,3.22,3.245,3.27,3.365,3.515,3.645,3.845,4.1,4.355
8/6/2013,3.22,3.245,3.275,3.39,3.545,3.685,3.905,4.165,4.43
8/5/2013,3.245,3.265,3.265,3.375,3.535,3.685,3.89,4.155,4.425
8/2/2013,3.245,3.27,3.3,3.4375,3.595,3.7875,4,4.27,4.56
8/1/2013,3.235,3.265,3.2975,3.4125,3.575,3.775,3.97,4.2525,4.535
7/31/2013,3.235,3.265,3.3075,3.45,3.625,3.815,4.03,4.325,4.62
7/30/2013,3.235,3.265,3.29,3.445,3.605,3.785,4,4.28,4.57
7/29/2013,3.235,3.27,3.3075,3.46,3.5975,3.785,3.995,4.2875,4.565
7/26/2013,3.235,3.27,3.295,3.42,3.575,3.735,3.9225,4.205,4.49
7/25/2013,3.235,3.26,3.3,3.415,3.565,3.715,3.9,4.18,4.45
7/24/2013,3.23,3.24,3.265,3.385,3.525,3.685,3.855,4.115,4.38
7/23/2013,3.23,3.24,3.26,3.355,3.485,3.635,3.79,4.03,4.27
7/22/2013,3.23,3.24,3.26,3.355,3.49,3.635,3.795,4.055,4.325
7/19/2013,3.23,3.24,3.265,3.39,3.535,3.695,3.86,4.13,4.405
7/18/2013,3.23,3.24,3.275,3.38,3.53,3.69,3.845,4.125,4.385
7/17/2013,3.23,3.24,3.275,3.4,3.53,3.69,3.865,4.125,4.395
7/16/2013,3.23,3.24,3.25,3.36,3.495,3.66,3.815,4.06,4.295
7/15/2013,3.23,3.24,3.245,3.35,3.47,3.62,3.785,4.025,4.265
7/12/2013,3.23,3.23,3.23,3.315,3.425,3.57,3.72,3.96,4.2
7/11/2013,3.235,3.255,3.26,3.355,3.47,3.635,3.755,4.005,4.25
7/10/2013,3.235,3.255,3.265,3.37,3.485,3.62,3.785,4.04,4.3
7/9/2013,3.235,3.255,3.3,3.41,3.535,3.685,3.855,4.115,4.38
7/8/2013,3.235,3.255,3.315,3.44,3.565,3.735,3.92,4.2,4.47
7/5/2013,3.235,3.255,3.305,3.425,3.535,3.705,3.865,4.135,4.4
7/4/2013,3.215,3.235,3.285,3.39,3.515,3.68,3.83,4.1,4.37
7/3/2013,3.215,3.235,3.265,3.375,3.48,3.65,3.795,4.045,4.305
7/2/2013,3.215,3.235,3.26,3.34,3.46,3.615,3.76,4.015,4.275
7/1/2013,3.22,3.235,3.26,3.355,3.485,3.625,3.7775,4.035,4.295
6/28/2013,3.22,3.235,3.25,3.325,3.44,3.565,3.72,3.945,4.225
6/27/2013,3.23,3.24,3.25,3.315,3.425,3.565,3.705,3.93,4.155
6/26/2013,3.23,3.245,3.255,3.31,3.43,3.56,3.695,3.94,4.185
6/25/2013,3.22,3.23,3.27,3.335,3.455,3.595,3.76,4.01,4.265
6/24/2013,3.22,3.23,3.325,3.41,3.555,3.74,3.91,4.175,4.45
6/21/2013,3.22,3.225,3.28,3.345,3.4625,3.6275,3.7775,4.03,4.3
6/20/2013,3.22,3.225,3.245,3.315,3.445,3.585,3.72,3.97,4.22
6/19/2013,3.22,3.225,3.2375,3.2825,3.37,3.47,3.585,3.8,4.01
6/18/2013,3.215,3.22,3.235,3.28,3.365,3.465,3.575,3.79,3.99
6/17/2013,3.2,3.215,3.225,3.265,3.335,3.44,3.535,3.745,3.945
6/14/2013,3.2125,3.2425,3.225,3.25,3.325,3.405,3.48,3.7,3.905
6/13/2013,3.2125,3.2425,3.22,3.26,3.33,3.41,3.505,3.735,3.91
6/12/2013,3.2125,3.2175,3.235,3.28,3.355,3.46,3.555,3.755,3.965
6/11/2013,3.2125,3.2175,3.2425,3.29,3.375,3.4775,3.59,3.805,4.01
6/10/2013,3.2075,3.21,3.21,3.25,3.32,3.41,3.505,3.705,3.915
6/7/2013,3.205,3.21,3.205,3.215,3.275,3.355,3.435,3.615,3.805
6/6/2013,3.205,3.21,3.2125,3.22,3.275,3.345,3.42,3.605,3.785
6/5/2013,3.205,3.21,3.205,3.2225,3.275,3.37,3.445,3.645,3.84
6/4/2013,3.2,3.205,3.215,3.24,3.29,3.385,3.48,3.69,3.895
6/3/2013,3.2,3.205,3.21,3.235,3.285,3.385,3.48,3.69,3.89
5/31/2013,3.1975,3.2,3.21,3.23,3.29,3.37,3.465,3.665,3.865
5/30/2013,3.1975,3.2,3.21,3.23,3.285,3.365,3.4775,3.665,3.855
5/29/2013,3.1975,3.205,3.215,3.24,3.2975,3.38,3.485,3.675,3.865
5/28/2013,3.195,3.1925,3.19,3.2,3.2575,3.33,3.415,3.59,3.765
5/27/2013,3.195,3.1925,3.18,3.19,3.225,3.285,3.355,3.52,3.68
5/24/2013,3.195,3.1925,3.19,3.1825,3.21,3.27,3.335,3.485,3.65
5/23/2013,3.195,3.1925,3.19,3.1825,3.21,3.27,3.335,3.485,3.65
5/22/2013,3.18,3.165,3.18,3.1775,3.19,3.23,3.29,3.445,3.595
5/21/2013,3.18,3.165,3.145,3.13,3.1475,3.1825,3.23,3.37,3.515
5/20/2013,3.18,3.165,3.135,3.125,3.15,3.18,3.2275,3.37,3.515
5/17/2013,3.17,3.165,3.125,3.11,3.1225,3.155,3.2025,3.325,3.4575
5/16/2013,3.17,3.165,3.1475,3.1275,3.135,3.1825,3.2325,3.375,3.52
5/15/2013,3.1925,3.18,3.175,3.1675,3.175,3.225,3.275,3.425,3.575
5/14/2013,3.1925,3.195,3.185,3.17,3.1975,3.235,3.2975,3.46,3.6
5/13/2013,3.1925,3.195,3.185,3.18,3.2075,3.255,3.315,3.465,3.605
5/10/2013,3.195,3.1975,3.18,3.17,3.18,3.225,3.29,3.445,3.575
5/9/2013,3.205,3.1975,3.1675,3.1575,3.17,3.21,3.265,3.405,3.555
5/8/2013,3.205,3.1975,3.1875,3.1875,3.2,3.245,3.3075,3.455,3.59
5/7/2013,3.205,3.1975,3.185,3.185,3.205,3.255,3.305,3.465,3.605
5/6/2013,3.205,3.2,3.19,3.185,3.205,3.255,3.305,3.445,3.6
5/3/2013,3.205,3.2,3.17,3.155,3.17,3.2,3.24,3.365,3.505
5/2/2013,3.205,3.2,3.17,3.1575,3.17,3.2,3.24,3.365,3.495
5/1/2013,3.205,3.2,3.175,3.165,3.175,3.21,3.25,3.38,3.52
4/30/2013,3.205,3.2,3.175,3.165,3.175,3.21,3.25,3.38,3.52
4/29/2013,3.205,3.205,3.185,3.1725,3.1875,3.23,3.275,3.41,3.55
4/26/2013,3.205,3.205,3.195,3.19,3.21,3.25,3.305,3.475,3.615
4/25/2013,3.205,3.205,3.21,3.2,3.22,3.27,3.335,3.49,3.65
4/24/2013,3.195,3.195,3.195,3.195,3.215,3.255,3.3225,3.48,3.64
4/23/2013,3.195,3.195,3.19,3.19,3.215,3.255,3.3125,3.46,3.63
4/22/2013,3.195,3.195,3.19,3.21,3.24,3.29,3.36,3.515,3.69
4/19/2013,3.195,3.195,3.19,3.195,3.225,3.275,3.34,3.495,3.6575
4/18/2013,3.195,3.195,3.19,3.195,3.21,3.25,3.325,3.475,3.635
4/17/2013,3.2,3.2,3.195,3.2025,3.235,3.285,3.345,3.505,3.675
4/16/2013,3.2,3.2,3.195,3.205,3.24,3.31,3.375,3.545,3.715
4/15/2013,3.21,3.21,3.21,3.22,3.2625,3.3275,3.4025,3.575,3.745
4/12/2013,3.21,3.21,3.205,3.215,3.26,3.3275,3.385,3.555,3.72
4/11/2013,3.21,3.21,3.215,3.23,3.27,3.345,3.41,3.5825,3.755
4/10/2013,3.2,3.2,3.205,3.22,3.255,3.325,3.395,3.565,3.735
4/9/2013,3.2,3.2,3.205,3.215,3.25,3.32,3.39,3.56,3.725
4/8/2013,3.205,3.205,3.205,3.22,3.26,3.315,3.39,3.56,3.73
4/5/2013,3.205,3.205,3.21,3.225,3.27,3.33,3.4075,3.59,3.77
4/4/2013,3.205,3.205,3.21,3.2325,3.28,3.35,3.43,3.615,3.795
4/3/2013,3.21,3.21,3.21,3.24,3.29,3.365,3.45,3.625,3.81
4/2/2013,3.21,3.21,3.21,3.235,3.28,3.36,3.44,3.6275,3.805
4/1/2013,3.21,3.21,3.21,3.24,3.28,3.3525,3.4375,3.62,3.795
3/29/2013,3.21,3.21,3.21,3.2325,3.275,3.335,3.4175,3.595,3.77
3/28/2013,3.21,3.21,3.21,3.2325,3.275,3.335,3.42,3.595,3.77
3/27/2013,3.2125,3.22,3.225,3.2475,3.29,3.36,3.4425,3.625,3.795
3/26/2013,3.2125,3.21,3.225,3.2475,3.3,3.37,3.455,3.64,3.8075
3/25/2013,3.2125,3.21,3.225,3.255,3.3075,3.38,3.455,3.635,3.81
3/22/2013,3.2125,3.21,3.215,3.2425,3.295,3.355,3.435,3.61,3.7775
3/21/2013,3.2125,3.21,3.215,3.2475,3.295,3.37,3.45,3.63,3.81
3/20/2013,3.2125,3.21,3.215,3.235,3.285,3.36,3.44,3.61,3.78
3/19/2013,3.2125,3.21,3.21,3.23,3.275,3.345,3.43,3.6,3.78
3/18/2013,3.2125,3.21,3.215,3.24,3.285,3.355,3.435,3.605,3.775
3/15/2013,3.2125,3.21,3.22,3.245,3.31,3.3925,3.475,3.655,3.845
3/14/2013,3.2125,3.21,3.2175,3.25,3.3125,3.3925,3.485,3.655,3.845
3/13/2013,3.2125,3.21,3.22,3.245,3.305,3.38,3.4675,3.655,3.845
3/12/2013,3.2125,3.21,3.2225,3.25,3.32,3.4,3.49,3.67,3.86
3/11/2013,3.2125,3.21,3.22,3.26,3.33,3.42,3.5,3.675,3.875
3/8/2013,3.2125,3.21,3.22,3.25,3.315,3.39,3.47,3.65,3.845
3/7/2013,3.2125,3.21,3.2225,3.24,3.31,3.38,3.46,3.64,3.825
3/6/2013,3.2125,3.21,3.22,3.2375,3.29,3.365,3.4525,3.63,3.8125
3/5/2013,3.2125,3.21,3.21,3.23,3.275,3.345,3.42,3.585,3.755
3/4/2013,3.2125,3.21,3.2075,3.215,3.26,3.315,3.38,3.54,3.7
3/1/2013,3.2125,3.21,3.2075,3.22,3.26,3.325,3.4025,3.5675,3.7375
2/28/2013,3.2125,3.21,3.21,3.2275,3.27,3.35,3.4325,3.6,3.77
2/27/2013,3.2125,3.21,3.21,3.22,3.27,3.33,3.415,3.58,3.75
2/26/2013,3.2075,3.21,3.21,3.22,3.265,3.335,3.4225,3.59,3.76
2/25/2013,3.2075,3.215,3.2175,3.25,3.315,3.41,3.5,3.69,3.88
2/22/2013,3.2075,3.215,3.2175,3.26,3.32,3.415,3.51,3.7,3.89
2/21/2013,3.2075,3.215,3.2175,3.24,3.31,3.405,3.505,3.705,3.905
2/20/2013,3.2075,3.215,3.22,3.2525,3.32,3.4275,3.53,3.73,3.93
2/19/2013,3.2075,3.21,3.215,3.2525,3.325,3.43,3.53,3.73,3.93
2/18/2013,3.2075,3.22,3.22,3.25,3.325,3.43,3.53,3.73,3.93
2/15/2013,3.2075,3.22,3.2175,3.2575,3.335,3.43,3.52,3.735,3.925
2/14/2013,3.2075,3.22,3.215,3.26,3.35,3.45,3.5625,3.755,3.965
2/13/2013,3.2075,3.22,3.2125,3.26,3.34,3.435,3.54,3.745,3.945
2/12/2013,3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
2/11/2013,3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
2/8/2013,3.2075,3.22,3.2125,3.2425,3.325,3.425,3.5225,3.725,3.925
2/7/2013,3.2075,3.22,3.2225,3.265,3.35,3.445,3.5525,3.76,3.96
2/6/2013,3.2075,3.22,3.225,3.265,3.355,3.45,3.555,3.76,3.96
2/5/2013,3.2075,3.22,3.22,3.27,3.36,3.45,3.555,3.76,3.965
2/4/2013,3.2075,3.22,3.23,3.285,3.3775,3.475,3.595,3.795,3.995
2/1/2013,3.2075,3.21,3.215,3.265,3.35,3.45,3.565,3.765,3.96
1/31/2013,3.2075,3.21,3.215,3.265,3.35,3.45,3.565,3.765,3.96
1/30/2013,3.2075,3.21,3.22,3.27,3.36,3.465,3.58,3.785,3.995
1/29/2013,3.2075,3.21,3.21,3.2575,3.335,3.435,3.545,3.745,3.965
1/28/2013,3.2075,3.21,3.21,3.245,3.32,3.42,3.51,3.715,3.915
1/25/2013,3.2075,3.21,3.21,3.245,3.32,3.42,3.51,3.715,3.915
1/24/2013,3.2075,3.21,3.2,3.2225,3.295,3.385,3.48,3.675,3.865
1/23/2013,3.2075,3.21,3.2,3.2225,3.295,3.385,3.48,3.675,3.865
1/22/2013,3.2075,3.21,3.1975,3.24,3.3125,3.41,3.51,3.715,3.925
1/21/2013,3.2075,3.21,3.205,3.24,3.32,3.42,3.52,3.74,3.94
1/18/2013,3.2075,3.21,3.205,3.245,3.32,3.4225,3.5275,3.74,3.94
1/17/2013,3.2025,3.21,3.2,3.2325,3.305,3.405,3.515,3.715,3.93
1/16/2013,3.205,3.2125,3.2,3.23,3.3,3.4,3.49,3.7,3.91
1/15/2013,3.205,3.2125,3.2,3.225,3.3,3.39,3.495,3.71,3.925
1/14/2013,3.205,3.2125,3.205,3.245,3.315,3.4275,3.53,3.76,3.965
1/11/2013,3.205,3.2125,3.2225,3.2725,3.365,3.465,3.58,3.815,4.035
1/10/2013,3.205,3.2,3.21,3.25,3.33,3.43,3.5475,3.775,3.995
1/9/2013,3.205,3.2,3.1925,3.2275,3.31,3.41,3.5275,3.755,3.965
1/8/2013,3.205,3.2,3.195,3.2225,3.295,3.4,3.5225,3.75,3.965
1/7/2013,3.205,3.2,3.2,3.23,3.315,3.415,3.53,3.755,3.955
1/4/2013,3.205,3.2,3.205,3.25,3.335,3.44,3.565,3.79,4.005
1/3/2013,3.205,3.2,3.19,3.21,3.2775,3.375,3.48,3.685,3.89
1/2/2013,3.205,3.2,3.2,3.2275,3.295,3.39,3.495,3.695,3.915
1/1/2013,3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
12/31/2012,3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
12/28/2012,3.205,3.2,3.19,3.205,3.265,3.35,3.445,3.65,3.8575
12/27/2012,3.205,3.185,3.18,3.205,3.265,3.35,3.4525,3.65,3.8575
12/26/2012,3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
12/25/2012,3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
12/24/2012,3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
12/21/2012,3.205,3.185,3.18,3.195,3.255,3.345,3.45,3.645,3.855
12/20/2012,3.205,3.185,3.19,3.205,3.27,3.355,3.445,3.65,3.86
12/19/2012,3.205,3.185,3.19,3.205,3.275,3.365,3.46,3.665,3.87
12/18/2012,3.205,3.185,3.195,3.2,3.27,3.36,3.4525,3.6475,3.845
12/17/2012,3.205,3.185,3.185,3.175,3.23,3.315,3.42,3.615,3.805
12/14/2012,3.205,3.185,3.185,3.175,3.23,3.315,3.42,3.615,3.805
12/13/2012,3.205,3.185,3.185,3.175,3.23,3.315,3.41,3.6,3.79
12/12/2012,3.205,3.185,3.165,3.165,3.2175,3.295,3.385,3.565,3.745
12/11/2012,3.205,3.1725,3.16,3.1575,3.21,3.29,3.3725,3.55,3.7275
12/10/2012,3.205,3.1725,3.16,3.1575,3.21,3.29,3.37,3.55,3.7275
12/7/2012,3.185,3.1725,3.16,3.1575,3.21,3.29,3.365,3.55,3.725
12/6/2012,3.185,3.1725,3.16,3.1575,3.21,3.29,3.365,3.55,3.725
12/5/2012,3.19,3.18,3.16,3.16,3.22,3.29,3.375,3.56,3.745
12/4/2012,3.19,3.18,3.165,3.17,3.23,3.295,3.39,3.57,3.76
12/3/2012,3.19,3.18,3.165,3.165,3.21,3.28,3.365,3.545,3.715
11/30/2012,3.2,3.19,3.1675,3.165,3.21,3.28,3.36,3.525,3.705
11/29/2012,3.2,3.19,3.1675,3.165,3.21,3.28,3.36,3.525,3.705
11/28/2012,3.2,3.19,3.165,3.16,3.21,3.27,3.34,3.505,3.675
11/27/2012,3.2,3.19,3.1725,3.165,3.2125,3.285,3.35,3.51,3.6875
11/26/2012,3.2,3.19,3.16,3.1525,3.185,3.255,3.3375,3.5,3.665
11/23/2012,3.2,3.19,3.165,3.1625,3.2,3.275,3.355,3.525,3.685
11/22/2012,3.2,3.19,3.17,3.165,3.21,3.29,3.3525,3.525,3.695
11/21/2012,3.2,3.19,3.1725,3.16,3.2,3.27,3.345,3.505,3.67
