"Bank";"Partner";"Amount";"Interest";"Year";"Month";"Day"
18;24;10;8,1;2007;4;3
19;4;3;8,2;2007;4;3
20;18;2,8;8,1;2007;4;3
20;4;3;8,1;2007;4;3
20;6;0,35;8;2007;4;3
20;6;2,1;8,1;2007;4;3
3;4;5;8,2;2007;4;3
26;6;0,8;7,95;2007;4;3
26;19;0,5;7,95;2007;4;3
31;12;0,8;7,5;2007;4;3
31;2;1,8;7,9;2007;4;3
31;3;1,8;7,9;2007;4;3
32;6;0,58;8;2007;4;3
35;24;1,9;8,1;2007;4;3
35;5;1,2;8,1;2007;4;3
37;18;0,19;7,95;2007;4;3
40;10;0,41;8,1;2007;4;3
4;24;3;8,42;2007;4;3
4;6;2,5;8,42;2007;4;3
1;6;3,5;8,15;2007;4;4
8;24;0,55;8,1;2007;4;4
9;17;1,2;8,8;2007;4;4
9;19;1,5;8,6;2007;4;4
9;24;2;8,25;2007;4;4
9;3;3;8,6;2007;4;4
10;18;5;8,5;2007;4;4
10;24;2;8;2007;4;4
12;13;3;8,1;2007;4;4
12;6;1,6;8,75;2007;4;4
12;18;1,5;8,2;2007;4;4
12;19;5;8,05;2007;4;4
12;6;3,5;8,1;2007;4;4
12;5;4;8,1;2007;4;4
15;18;2;8,75;2007;4;4
16;19;0,6;8;2007;4;4
2;17;1,7;8,35;2007;4;4
17;24;1,5;8,3;2007;4;4
17;39;0,3;8,3;2007;4;4
19;18;3;8,75;2007;4;4
19;23;0,65;8,25;2007;4;4
19;24;3,2;8,4;2007;4;4
20;13;0,35;8,1;2007;4;4
20;13;0,65;8,1;2007;4;4
20;2;2,35;8,05;2007;4;4
20;19;3,2;8,1;2007;4;4
20;6;2;8;2007;4;4
21;6;0,2;8;2007;4;4
23;10;0,5;7,98;2007;4;4
26;18;1;8,1;2007;4;4
26;6;1;8;2007;4;4
31;6;1,4;7,7;2007;4;4
31;2;1,8;8;2007;4;4
31;3;1,8;7,85;2007;4;4
32;19;0,48;8;2007;4;4
32;4;0,6;8,15;2007;4;4
35;18;1,3;8,6;2007;4;4
36;19;0,3;8;2007;4;4
37;18;0,33;8,2;2007;4;4
38;6;0,3;8,5;2007;4;4
38;3;0,75;8,7;2007;4;4
38;4;0,5;8,1;2007;4;4
40;10;0,31;8,1;2007;4;4
4;19;4;8,15;2007;4;4
4;24;5;8,3;2007;4;4
6;18;0,8;8,5;2007;4;4
6;30;0,25;8,2;2007;4;4
1;2;1;8,7;2007;4;5
12;10;5;8,5;2007;4;5
13;24;2;8,6;2007;4;5
15;24;4,8;8,35;2007;4;5
15;5;4,6;8,25;2007;4;5
2;10;2;8,15;2007;4;5
18;6;1;8,25;2007;4;5
18;10;10;8,1;2007;4;5
18;13;2,5;8,25;2007;4;5
18;6;3;8,2;2007;4;5
20;12;2,5;8,7;2007;4;5
20;13;0,65;8,7;2007;4;5
20;17;1,5;8,7;2007;4;5
20;5;1;8,7;2007;4;5
20;6;0,32;8,8;2007;4;5
21;9;0,2;8,2;2007;4;5
26;6;0,8;8,65;2007;4;5
32;9;0,57;8,4;2007;4;5
32;19;0,9;8,5;2007;4;5
36;6;1,4;8,4;2007;4;5
38;18;0,75;8,25;2007;4;5
6;24;0,75;8,2;2007;4;5
1;6;1;8;2007;4;6
8;13;0,6;7,9;2007;4;6
12;13;3;8,05;2007;4;6
12;2;5;8,05;2007;4;6
12;18;1,5;8;2007;4;6
12;19;4,9;8,2;2007;4;6
12;5;4;8,05;2007;4;6
12;6;3;8,25;2007;4;6
15;13;1;8,1;2007;4;6
15;17;2,4;8,05;2007;4;6
16;17;0,5;8,05;2007;4;6
2;17;1;8,05;2007;4;6
20;9;1;8;2007;4;6
20;10;3;8;2007;4;6
20;18;3;8;2007;4;6
20;6;2;8,1;2007;4;6
20;6;0,3;8,35;2007;4;6
20;6;2;8,1;2007;4;6
21;6;0,2;8;2007;4;6
24;18;0,5;8,05;2007;4;6
3;10;5;8,25;2007;4;6
3;4;10;8,35;2007;4;6
26;10;1;8,1;2007;4;6
26;6;0,5;8,3;2007;4;6
32;9;0,74;8;2007;4;6
32;4;0,9;8,1;2007;4;6
35;18;1,5;8;2007;4;6
36;10;1;8,1;2007;4;6
40;10;0,24;8;2007;4;6
1;4;6;8;2007;4;7
1;6;4;8,1;2007;4;7
8;19;0,5;8,1;2007;4;7
9;19;1,5;8,1;2007;4;7
10;18;9;8,15;2007;4;7
16;19;0,5;8,05;2007;4;7
17;39;0,9;8,33;2007;4;7
18;6;2;8,2;2007;4;7
18;19;4,9;8,1;2007;4;7
20;13;0,6;8,05;2007;4;7
20;17;0,3;8;2007;4;7
20;18;1,4;8,05;2007;4;7
20;19;3;8;2007;4;7
20;4;1,5;8,05;2007;4;7
20;6;2,2;8,05;2007;4;7
21;5;0,5;7,95;2007;4;7
23;4;0,3;8;2007;4;7
3;18;5;8;2007;4;7
3;4;10;8;2007;4;7
26;6;1,5;8,05;2007;4;7
32;9;0,8;7,95;2007;4;7
36;19;1,2;8;2007;4;7
38;18;1,2;8,05;2007;4;7
40;10;0,27;8;2007;4;7
4;13;1,5;8,05;2007;4;7
4;18;5;8,05;2007;4;7
5;10;6;8,05;2007;4;7
5;13;2;8,05;2007;4;7
5;18;5;8;2007;4;7
6;18;0,8;8,05;2007;4;7
1;2;3,5;8;2007;4;11
1;6;2,5;8,05;2007;4;11
16;19;2;8,1;2007;4;11
17;9;0,9;8;2007;4;11
17;24;1,8;8;2007;4;11
17;39;0,6;8,33;2007;4;11
18;10;7,5;7,9;2007;4;11
18;13;2,5;7,9;2007;4;11
18;24;3;7,9;2007;4;11
18;3;7;8;2007;4;11
18;4;4,8;7,9;2007;4;11
20;19;1,5;8,05;2007;4;11
20;6;4;8,05;2007;4;11
20;4;2,5;8,05;2007;4;11
20;6;0,29;8,05;2007;4;11
20;6;2,2;8,05;2007;4;11
21;9;0,2;7,9;2007;4;11
21;2;0,3;8;2007;4;11
21;5;0,4;7,9;2007;4;11
23;6;1,7;7,98;2007;4;11
23;19;0,3;8,05;2007;4;11
26;9;1;8;2007;4;11
26;6;1;8,05;2007;4;11
32;10;0,79;8;2007;4;11
32;4;0,9;8,05;2007;4;11
35;9;1,2;7,9;2007;4;11
38;3;0,75;8;2007;4;11
40;4;0,21;8,05;2007;4;11
5;6;2;8,1;2007;4;11
5;4;7,2;8,1;2007;4;11
6;3;1,4;8;2007;4;11
1;9;1;7,95;2007;4;12
1;18;2,5;7,95;2007;4;12
1;3;5;7,95;2007;4;12
1;4;2,5;7,95;2007;4;12
8;13;0,5;7,9;2007;4;12
10;40;0,1;8;2007;4;12
12;18;1;8,05;2007;4;12
2;18;5,1;8;2007;4;12
2;20;5;8,05;2007;4;12
17;10;2,7;7,95;2007;4;12
17;18;9,1;7,95;2007;4;12
20;9;1;8;2007;4;12
20;18;1,3;7,95;2007;4;12
20;18;5;8,05;2007;4;12
20;19;3;8;2007;4;12
20;4;3;8;2007;4;12
20;6;0,3;8;2007;4;12
20;6;2;8;2007;4;12
3;18;6;8;2007;4;12
3;24;2;8;2007;4;12
3;40;0,85;8,05;2007;4;12
26;9;1;7,95;2007;4;12
26;18;0,5;7,95;2007;4;12
26;19;0,5;7,9;2007;4;12
26;4;1;7,9;2007;4;12
32;9;0,69;7,9;2007;4;12
32;6;0,6;7,95;2007;4;12
36;19;0,4;7,9;2007;4;12
6;9;0,8;7,9;2007;4;12
6;7;1;7,9;2007;4;12
6;24;0,75;7,9;2007;4;12
1;2;0,3;7,9;2007;4;13
1;4;6;7,95;2007;4;13
8;6;0,4;7,8;2007;4;13
12;4;3;7,85;2007;4;13
15;20;0,64;8;2007;4;13
16;19;1,5;7,95;2007;4;13
18;10;8;7,8;2007;4;13
18;24;10;7,8;2007;4;13
18;4;8;7,8;2007;4;13
20;3;2,5;7,9;2007;4;13
20;4;2,3;7,95;2007;4;13
20;4;3;7,95;2007;4;13
26;9;0,5;7,9;2007;4;13
26;10;0,6;7,9;2007;4;13
26;2;0,2;7,85;2007;4;13
26;19;0,5;7,9;2007;4;13
26;4;1,5;7,95;2007;4;13
32;9;0,7;7,8;2007;4;13
32;12;0,9;7,8;2007;4;13
32;19;0,48;7,8;2007;4;13
32;7;0,9;7,85;2007;4;13
35;18;2;7,7;2007;4;13
40;3;0,19;7,75;2007;4;13
5;15;3,6;7,7;2007;4;13
5;3;7,2;7,7;2007;4;13
6;18;0,8;7,85;2007;4;13
6;19;1;7,9;2007;4;13
6;4;2,5;7,95;2007;4;13
8;9;0,3;7,55;2007;4;14
10;9;3;7,6;2007;4;14
12;9;1;7,6;2007;4;14
12;20;0,64;7,6;2007;4;14
12;4;4;7,5;2007;4;14
15;9;0,9;7,55;2007;4;14
16;19;1;7,55;2007;4;14
2;9;1,3;7,5;2007;4;14
17;9;0,9;7,6;2007;4;14
17;10;2,7;7,7;2007;4;14
17;19;2,7;7,6;2007;4;14
17;3;3,6;7,6;2007;4;14
17;6;1,8;7,6;2007;4;14
18;24;10;7,4;2007;4;14
19;9;1,8;7,6;2007;4;14
20;9;1;7,6;2007;4;14
20;12;2;7,5;2007;4;14
20;15;2;7,55;2007;4;14
20;19;3;7,6;2007;4;14
20;4;2,7;7,5;2007;4;14
20;6;5;7,5;2007;4;14
23;6;0,5;7,75;2007;4;14
26;9;0,5;7,6;2007;4;14
26;7;1;7,6;2007;4;14
26;19;1;7,6;2007;4;14
26;6;0,5;7,55;2007;4;14
32;19;0,83;7,5;2007;4;14
32;6;0,6;7,6;2007;4;14
35;17;1,2;7,4;2007;4;14
35;24;1;7,4;2007;4;14
40;10;0,1;7,5;2007;4;14
4;9;2,5;7,55;2007;4;14
4;13;3;7,4;2007;4;14
5;9;2,7;7,5;2007;4;14
5;13;2;7,45;2007;4;14
5;24;1,8;7,5;2007;4;14
5;3;7,2;7,4;2007;4;14
5;6;2;7,45;2007;4;14
10;24;6;7,65;2007;4;17
16;9;2;7,5;2007;4;17
17;20;0,64;7,5;2007;4;17
17;3;3,6;7,5;2007;4;17
20;9;1;7,5;2007;4;17
20;18;3;7,5;2007;4;17
20;3;2;7,5;2007;4;17
26;9;0,5;7,5;2007;4;17
26;36;0,6;7,7;2007;4;17
26;4;0,8;7,55;2007;4;17
32;6;0,9;7,5;2007;4;17
10;9;3;7,8;2007;4;18
12;20;0,64;7,65;2007;4;18
12;7;3;7,8;2007;4;18
15;26;0,1;7,95;2007;4;18
2;9;1,3;7,75;2007;4;18
2;6;2,7;7,9;2007;4;18
2;24;2;7,75;2007;4;18
17;9;0,9;7,9;2007;4;18
17;10;2,7;7,8;2007;4;18
17;12;1;7,7;2007;4;18
17;15;3,6;7,9;2007;4;18
17;2;3;7,8;2007;4;18
17;7;9;7,95;2007;4;18
17;19;2,7;7,9;2007;4;18
17;24;1,8;7,8;2007;4;18
17;3;3,6;7,7;2007;4;18
17;4;4,5;7,9;2007;4;18
17;6;1,8;8,1;2007;4;18
18;12;3;7,8;2007;4;18
18;2;1;7,9;2007;4;18
20;9;1;7,65;2007;4;18
20;13;0,6;7,65;2007;4;18
20;19;2;7,6;2007;4;18
20;4;2,6;7,65;2007;4;18
23;10;0,3;7,55;2007;4;18
3;13;1;7,9;2007;4;18
3;24;3,9;7,85;2007;4;18
26;10;1;7,6;2007;4;18
32;4;0,75;7,65;2007;4;18
35;9;1;7,9;2007;4;18
1;12;3,9;8;2007;4;19
1;18;5;8;2007;4;19
8;13;0,35;7,9;2007;4;19
12;10;5;7,95;2007;4;19
12;18;1,5;8;2007;4;19
15;20;0,63;8,15;2007;4;19
2;18;5;7,9;2007;4;19
17;6;9;8;2007;4;19
17;20;1;8,05;2007;4;19
17;3;2;7,95;2007;4;19
20;12;2;8;2007;4;19
20;18;2;8;2007;4;19
20;19;1,2;8;2007;4;19
20;19;2;8;2007;4;19
26;6;0,8;7,9;2007;4;19
31;2;1,7;7,9;2007;4;19
32;19;0,8;8;2007;4;19
35;10;0,8;7,9;2007;4;19
36;19;0,8;8;2007;4;19
4;12;6,5;7,9;2007;4;19
4;19;3;7,95;2007;4;19
4;24;5;8;2007;4;19
5;24;1,8;8;2007;4;19
6;20;2;8;2007;4;19
1;20;1,8;8;2007;4;20
8;13;0,4;7,7;2007;4;20
9;7;0,64;8,05;2007;4;20
15;17;2;7,9;2007;4;20
15;4;4;7,9;2007;4;20
2;13;2,7;7,85;2007;4;20
18;10;8;7,8;2007;4;20
18;12;1;7,8;2007;4;20
18;17;2;8;2007;4;20
20;17;1,2;7,8;2007;4;20
20;7;3;8;2007;4;20
21;9;0,15;7,8;2007;4;20
3;20;2,5;8;2007;4;20
26;19;1,9;8;2007;4;20
31;2;1,7;7,8;2007;4;20
32;19;0,8;7,95;2007;4;20
35;7;0,8;7,75;2007;4;20
36;19;0,3;8;2007;4;20
6;17;0,8;7,8;2007;4;20
6;7;1;8;2007;4;20
6;20;1,2;7,8;2007;4;20
1;17;1,8;7,8;2007;4;21
1;6;2,5;7,9;2007;4;21
8;6;0,3;7,85;2007;4;21
10;7;2;7,7;2007;4;21
10;20;0,64;7,9;2007;4;21
10;7;5;7,7;2007;4;21
12;6;1;7,65;2007;4;21
2;9;1,3;7,65;2007;4;21
2;15;3,3;7,5;2007;4;21
2;18;5;7,75;2007;4;21
2;19;4,8;7,85;2007;4;21
17;9;0,9;7,7;2007;4;21
17;10;2,7;7,5;2007;4;21
17;12;1;7,45;2007;4;21
17;15;3,6;7,5;2007;4;21
17;18;9;7,6;2007;4;21
17;19;2,7;7,8;2007;4;21
17;3;3;7,75;2007;4;21
17;5;0,5;7,65;2007;4;21
18;20;2;7,9;2007;4;21
20;7;2,6;7,8;2007;4;21
20;12;2;7,8;2007;4;21
20;24;2;7,8;2007;4;21
26;36;0,15;8,15;2007;4;21
31;2;1,7;7,7;2007;4;21
32;19;0,75;7,8;2007;4;21
35;18;2;7,5;2007;4;21
40;4;0,13;7,75;2007;4;21
4;18;3;7,75;2007;4;21
5;15;3,6;7,6;2007;4;21
6;18;0,8;7,8;2007;4;21
6;19;1;7,8;2007;4;21
6;24;0,75;7,75;2007;4;21
6;7;0,5;7,95;2007;4;21
18;9;0,85;7,65;2007;4;22
18;10;3;7,55;2007;4;22
18;2;0,5;7,4;2007;4;22
18;3;1;7,55;2007;4;22
18;6;0,58;7,4;2007;4;22
35;7;1,2;7,55;2007;4;22
35;4;1,2;7,5;2007;4;22
5;9;2,6;7,65;2007;4;22
6;7;0,75;7,65;2007;4;22
6;4;2,5;7,65;2007;4;22
8;19;0,3;7,6;2007;4;24
10;20;0,15;7,8;2007;4;24
10;3;3;7,6;2007;4;24
10;6;2,5;8;2007;4;24
15;7;5;7,65;2007;4;24
2;12;2;7,65;2007;4;24
2;18;5;7,75;2007;4;24
2;7;4,8;7,8;2007;4;24
17;9;0,9;7,7;2007;4;24
17;12;2;7,6;2007;4;24
17;18;9;7,75;2007;4;24
17;7;1;7,6;2007;4;24
17;4;4,5;7,75;2007;4;24
18;6;1;8;2007;4;24
19;18;1,3;7,65;2007;4;24
19;4;0,7;7,5;2007;4;24
20;7;1;7,6;2007;4;24
20;18;2,7;7,75;2007;4;24
20;19;2;7,75;2007;4;24
20;4;4;7,8;2007;4;24
21;6;0,25;7,75;2007;4;24
3;18;6,2;7,7;2007;4;24
26;19;1;7,7;2007;4;24
31;2;1,7;7,5;2007;4;24
32;9;0,7;7,7;2007;4;24
32;4;0,67;7,7;2007;4;24
40;4;0,16;7,75;2007;4;24
5;7;2,7;7,7;2007;4;24
5;15;2;7,65;2007;4;24
6;13;1,1;7,6;2007;4;24
6;18;0,8;7,65;2007;4;24
6;7;1;7,8;2007;4;24
6;4;2,4;7,7;2007;4;24
10;24;3;7,5;2007;4;25
12;19;0,3;7,5;2007;4;25
2;13;2,5;7,65;2007;4;25
2;19;4,8;7,7;2007;4;25
17;9;0,7;7,3;2007;4;25
17;12;2;7,5;2007;4;25
17;18;4;7,4;2007;4;25
17;19;2,7;7,75;2007;4;25
17;20;0,16;7,8;2007;4;25
18;9;0,85;7,55;2007;4;25
18;10;3;7,4;2007;4;25
18;12;2;7,4;2007;4;25
18;3;2;7,35;2007;4;25
20;12;2;7,65;2007;4;25
20;19;2;7,65;2007;4;25
20;19;2;7,65;2007;4;25
20;4;2;7,65;2007;4;25
21;2;0,3;8;2007;4;25
21;4;0,28;7,65;2007;4;25
21;4;0,2;7,9;2007;4;25
23;7;1,6;7,98;2007;4;25
26;18;1;7,6;2007;4;25
31;2;1,7;7,4;2007;4;25
32;4;0,72;7,6;2007;4;25
35;9;1,2;7,3;2007;4;25
5;24;1,8;7,4;2007;4;25
6;19;1;7,6;2007;4;25
8;9;0,3;7,4;2007;4;26
12;20;0,8;7,85;2007;4;26
13;15;2,4;7,35;2007;4;26
17;39;0,1;8,3;2007;4;26
18;9;0,85;7,4;2007;4;26
18;10;2;7,15;2007;4;26
18;15;2;7,3;2007;4;26
18;17;5,3;7,15;2007;4;26
18;19;1,3;7,5;2007;4;26
18;20;2;7,8;2007;4;26
18;3;3;7,4;2007;4;26
18;4;3;7,25;2007;4;26
19;7;1;7,4;2007;4;26
20;7;1;7,45;2007;4;26
20;15;0,04;7,35;2007;4;26
20;2;1;7,4;2007;4;26
20;19;2;7,5;2007;4;26
20;19;4;7,5;2007;4;26
23;7;0,2;7,5;2007;4;26
26;7;0,5;7,4;2007;4;26
32;9;0,9;7,5;2007;4;26
32;6;0,6;7,55;2007;4;26
35;9;1,2;7,1;2007;4;26
36;19;1,4;7,4;2007;4;26
40;4;0,28;7,45;2007;4;26
4;19;3;7,5;2007;4;26
5;9;2,7;7,35;2007;4;26
5;13;2;7,15;2007;4;26
6;9;0,8;7,4;2007;4;26
6;19;1;7,4;2007;4;26
1;2;2;7,05;2007;4;27
1;18;5,5;7,15;2007;4;27
8;19;0,4;7,1;2007;4;27
9;17;1;7,3;2007;4;27
9;18;1,5;7,3;2007;4;27
10;18;3;7,2;2007;4;27
12;9;1;7,15;2007;4;27
12;7;1,5;7,15;2007;4;27
12;20;2;7,15;2007;4;27
12;24;3;7,25;2007;4;27
15;4;3;7,15;2007;4;27
16;7;1;7,1;2007;4;27
2;9;1,3;7,1;2007;4;27
2;7;5;7,1;2007;4;27
2;24;2;7,25;2007;4;27
17;18;1;7,3;2007;4;27
17;19;0,5;7,25;2007;4;27
17;24;1;7,2;2007;4;27
17;39;0,4;8,25;2007;4;27
19;23;0,1;7,15;2007;4;27
20;10;0,8;7,1;2007;4;27
20;17;2;7,15;2007;4;27
20;19;2;7,1;2007;4;27
21;2;0,2;7,95;2007;4;27
21;3;0,5;7,8;2007;4;27
3;18;6;7,2;2007;4;27
3;24;3;7,25;2007;4;27
35;18;1;7,2;2007;4;27
36;19;1,4;7,1;2007;4;27
40;10;0,26;7,1;2007;4;27
4;9;2,5;7,2;2007;4;27
5;9;2,7;7,2;2007;4;27
5;13;2,7;7,15;2007;4;27
5;7;5,7;7,15;2007;4;27
5;18;6,8;7,15;2007;4;27
5;24;1,8;7,15;2007;4;27
5;7;2;7,2;2007;4;27
6;9;0,8;7,1;2007;4;27
6;17;0,8;7,1;2007;4;27
6;18;0,8;7,15;2007;4;27
1;17;1,5;7,15;2007;4;28
1;6;2,4;7,25;2007;4;28
1;7;4;7,15;2007;4;28
8;20;0,42;7,2;2007;4;28
9;20;0,6;8;2007;4;28
9;5;2,5;7,25;2007;4;28
10;9;3;7,4;2007;4;28
10;7;3;7,2;2007;4;28
10;5;2;7,25;2007;4;28
12;7;1,5;7,15;2007;4;28
2;15;1;7,25;2007;4;28
2;5;3;7,25;2007;4;28
18;10;5;7,25;2007;4;28
19;15;0,3;7,25;2007;4;28
20;7;3;7,15;2007;4;28
23;10;0,75;7,98;2007;4;28
3;9;1,5;7,55;2007;4;28
3;6;1,2;7,3;2007;4;28
26;10;0,3;7,25;2007;4;28
32;9;0,9;7,3;2007;4;28
32;3;0,42;7,2;2007;4;28
32;6;0,9;7,25;2007;4;28
4;10;3;7,3;2007;4;28
4;12;2;7,15;2007;4;28
4;12;3;7,15;2007;4;28
4;12;5;7,15;2007;4;28
4;13;1,3;7,25;2007;4;28
4;7;0,17;7,2;2007;4;28
6;7;1,1;7,2;2007;4;28
6;17;0,8;7,25;2007;4;28
6;5;2;7,15;2007;4;28
1;18;5;7,9;2007;5;3
1;38;2;7,9;2007;5;3
8;20;0,35;7,9;2007;5;3
9;20;0,15;8,1;2007;5;3
15;13;1,5;8,05;2007;5;3
15;3;5;8;2007;5;3
16;9;1;7,85;2007;5;3
16;9;1;7,85;2007;5;3
16;17;1;7,9;2007;5;3
16;7;1,5;7,85;2007;5;3
17;20;0,5;7,85;2007;5;3
19;23;0,1;8;2007;5;3
20;10;1,5;7,8;2007;5;3
20;17;1,5;7,9;2007;5;3
20;19;2;7,8;2007;5;3
3;13;1;8;2007;5;3
26;6;0,4;7,8;2007;5;3
32;9;0,9;7,85;2007;5;3
32;19;0,31;7,8;2007;5;3
35;9;1,2;7,9;2007;5;3
36;19;1,1;7,8;2007;5;3
8;20;0,4;7,9;2007;5;4
10;18;5;7,9;2007;5;4
16;17;0,8;7,9;2007;5;4
16;19;1,5;7,9;2007;5;4
2;18;2;8;2007;5;4
17;39;0,3;8,25;2007;5;4
17;5;2,7;7,95;2007;5;4
20;7;0,6;7,9;2007;5;4
20;17;2;7,9;2007;5;4
20;19;1,6;7,85;2007;5;4
20;4;1,5;7,85;2007;5;4
21;9;0,3;7,85;2007;5;4
26;9;1,5;7,9;2007;5;4
26;4;1;7,85;2007;5;4
26;6;1;7,85;2007;5;4
31;2;0,6;7,8;2007;5;4
32;9;0,7;7,85;2007;5;4
32;19;0,51;7,85;2007;5;4
32;4;0,8;7,85;2007;5;4
35;18;2;7,9;2007;5;4
35;5;1;7,9;2007;5;4
36;19;1,3;7,85;2007;5;4
8;9;0,28;7,8;2007;5;5
12;18;3;8;2007;5;5
12;19;1;7,9;2007;5;5
12;24;3;7,85;2007;5;5
13;18;1,5;7,9;2007;5;5
15;19;3;7,95;2007;5;5
15;20;0,2;7,95;2007;5;5
16;9;2;7,85;2007;5;5
16;7;2;7,9;2007;5;5
2;18;2;7,95;2007;5;5
2;7;5;7,9;2007;5;5
18;24;10;8;2007;5;5
20;13;0,6;7,85;2007;5;5
20;19;3,7;7,9;2007;5;5
21;7;0,4;7,8;2007;5;5
3;18;6;8,05;2007;5;5
26;8;1,5;7,8;2007;5;5
26;19;1;7,9;2007;5;5
26;8;0,5;7,75;2007;5;5
26;5;0,5;7,75;2007;5;5
26;6;1;7,8;2007;5;5
31;2;0,6;7,7;2007;5;5
32;9;0,7;7,85;2007;5;5
32;19;0,9;7,9;2007;5;5
32;6;0,45;7,85;2007;5;5
35;9;1;7,9;2007;5;5
36;19;1,1;7,9;2007;5;5
6;19;1;7,85;2007;5;5
1;18;5,5;7,95;2007;5;8
1;38;2;7,9;2007;5;8
8;18;0,3;7,9;2007;5;8
9;18;4,5;8,05;2007;5;8
10;18;7;8,1;2007;5;8
12;18;3;7,9;2007;5;8
13;18;2;8;2007;5;8
16;19;2,5;7,85;2007;5;8
2;18;8;8;2007;5;8
17;7;9;8,05;2007;5;8
21;9;0,35;7,85;2007;5;8
21;7;0,3;7,95;2007;5;8
21;4;0,2;7,8;2007;5;8
3;18;6;8,1;2007;5;8
26;9;0,5;7,85;2007;5;8
26;18;2;7,9;2007;5;8
26;19;0,9;7,85;2007;5;8
26;5;1;7,9;2007;5;8
31;2;1;7,75;2007;5;8
32;9;0,88;7,85;2007;5;8
36;19;1,1;7,85;2007;5;8
4;18;5;7,9;2007;5;8
6;17;0,5;8;2007;5;8
6;18;0,8;8;2007;5;8
6;20;0,6;7,95;2007;5;8
1;2;3;7,95;2007;5;9
1;3;5,5;7,85;2007;5;9
8;18;0,25;7,9;2007;5;9
9;18;3;8,05;2007;5;9
12;18;3;8;2007;5;9
13;18;1,5;7,95;2007;5;9
15;18;3,6;7,95;2007;5;9
15;20;3,5;8;2007;5;9
16;19;2;7,85;2007;5;9
16;20;0,65;8,05;2007;5;9
17;18;9;8,05;2007;5;9
17;39;0,9;8,25;2007;5;9
19;18;1,5;8,05;2007;5;9
20;18;3,5;8;2007;5;9
20;3;1,9;7,9;2007;5;9
21;9;0,27;7,85;2007;5;9
23;10;1,4;7,98;2007;5;9
26;9;1;7,85;2007;5;9
26;10;1;7,9;2007;5;9
26;8;2;7,9;2007;5;9
26;17;0,5;7,85;2007;5;9
26;18;1;7,9;2007;5;9
26;19;1,5;7,9;2007;5;9
32;9;0,43;7,85;2007;5;9
32;19;0,5;7,85;2007;5;9
35;9;1,2;7,9;2007;5;9
35;18;2;7,9;2007;5;9
40;10;0,1;7,9;2007;5;9
4;18;5;7,95;2007;5;9
5;18;9;8;2007;5;9
6;18;0,8;7,9;2007;5;9
6;3;1,4;7,85;2007;5;9
6;5;2;7,8;2007;5;9
1;9;1;7,9;2007;5;10
1;15;4;7,85;2007;5;10
1;20;3;7,95;2007;5;10
1;24;1,5;7,9;2007;5;10
8;19;0,23;7,9;2007;5;10
9;7;2;8,2;2007;5;10
9;24;3;8,15;2007;5;10
10;24;8;8,3;2007;5;10
12;15;2;8,1;2007;5;10
12;17;1;8,1;2007;5;10
12;18;3;7,95;2007;5;10
12;24;1;8,05;2007;5;10
12;8;5;8,1;2007;5;10
13;3;2;8,1;2007;5;10
15;18;2;8,1;2007;5;10
15;19;3;8;2007;5;10
15;7;3;8,15;2007;5;10
16;7;1,5;7,9;2007;5;10
16;7;2;8;2007;5;10
16;20;0,6;7,95;2007;5;10
2;24;1;8,2;2007;5;10
17;18;4;8,1;2007;5;10
17;24;1;8,2;2007;5;10
19;18;2;8,2;2007;5;10
20;19;2;7,95;2007;5;10
20;19;3;7,95;2007;5;10
21;9;0,3;7,9;2007;5;10
26;7;0,5;7,9;2007;5;10
26;7;1,6;7,95;2007;5;10
32;9;0,9;7,9;2007;5;10
35;7;2;8;2007;5;10
40;10;0,22;7,9;2007;5;10
4;24;5;8,1;2007;5;10
5;18;9;8,1;2007;5;10
6;8;0,8;8,05;2007;5;10
6;8;1,4;8;2007;5;10
6;4;2,5;8;2007;5;10
1;17;1,8;8;2007;5;11
1;18;5;8,1;2007;5;11
1;4;3;8;2007;5;11
8;20;0,27;7,9;2007;5;11
9;3;3;8,25;2007;5;11
12;18;3;8,1;2007;5;11
12;8;5;8,15;2007;5;11
12;3;5;8,25;2007;5;11
12;7;2;8,2;2007;5;11
15;18;1;8,2;2007;5;11
15;18;1,2;8,2;2007;5;11
15;3;3;8,2;2007;5;11
16;19;2;8,1;2007;5;11
16;20;0,53;8,05;2007;5;11
17;39;0,6;8,25;2007;5;11
20;18;1,4;8,05;2007;5;11
20;18;2,4;8,15;2007;5;11
21;9;0,38;8;2007;5;11
26;9;1,2;8;2007;5;11
32;19;0,9;8,1;2007;5;11
32;4;0,43;8,05;2007;5;11
40;3;0,3;8,1;2007;5;11
4;18;2;8,2;2007;5;11
4;3;2,5;8,2;2007;5;11
5;18;9;8,15;2007;5;11
5;4;6;8,1;2007;5;11
6;10;1,3;8,1;2007;5;11
6;15;1,2;8,2;2007;5;11
6;17;0,8;8,05;2007;5;11
6;18;0,8;8,15;2007;5;11
6;20;2,4;8,15;2007;5;11
6;3;1,4;8,1;2007;5;11
1;3;4;8,1;2007;5;12
1;4;5;8;2007;5;12
1;6;6;8,05;2007;5;12
8;8;0,26;8,1;2007;5;12
9;18;2;8,35;2007;5;12
9;24;0,8;8,1;2007;5;12
10;8;3,5;8,45;2007;5;12
12;18;1;8,4;2007;5;12
13;24;1,1;8,1;2007;5;12
15;18;2;8,4;2007;5;12
15;7;1,2;8,1;2007;5;12
16;9;1;8,05;2007;5;12
16;19;3;8,15;2007;5;12
16;20;0,5;8,2;2007;5;12
