"Bank";"Partner";"Amount";"Interest";"Year";"Month";"Day"
17;24;0,8;8,1;2007;5;12
18;24;3,5;8,45;2007;5;12
19;18;1;8,35;2007;5;12
20;19;0,85;8,1;2007;5;12
20;24;2,4;8,1;2007;5;12
21;9;0,4;8,1;2007;5;12
3;18;6;8,2;2007;5;12
26;18;2;8,1;2007;5;12
26;19;0,6;8,05;2007;5;12
32;9;0,66;8;2007;5;12
32;4;0,9;8,05;2007;5;12
35;9;1,2;8,1;2007;5;12
36;19;0,8;8;2007;5;12
38;17;0,5;8,2;2007;5;12
4;24;5;8,35;2007;5;12
5;18;9,2;8,25;2007;5;12
6;9;0,8;8,1;2007;5;12
6;12;1,4;8,1;2007;5;12
6;13;1,1;8,1;2007;5;12
6;8;1,2;8,1;2007;5;12
6;2;1;8,05;2007;5;12
6;17;0,8;8,1;2007;5;12
6;18;0,8;8,1;2007;5;12
6;19;1;8,1;2007;5;12
6;20;2,4;8,1;2007;5;12
6;24;0,75;8,1;2007;5;12
6;3;1,4;8;2007;5;12
6;4;2,5;8,1;2007;5;12
1;15;4;8,1;2007;5;15
1;2;3,6;8,1;2007;5;15
1;24;1,5;8,15;2007;5;15
1;4;3,5;8,15;2007;5;15
8;19;0,23;8,1;2007;5;15
9;8;3;8,2;2007;5;15
9;24;2;8,25;2007;5;15
12;18;3;8,15;2007;5;15
12;24;3;8,2;2007;5;15
12;4;2;8,4;2007;5;15
12;4;5;8,15;2007;5;15
15;18;2;8,1;2007;5;15
15;24;3;8,25;2007;5;15
15;4;7;8,15;2007;5;15
16;10;1;8,1;2007;5;15
16;8;1;8,1;2007;5;15
16;2;1;8,1;2007;5;15
16;8;0,5;8,1;2007;5;15
16;19;2;8,1;2007;5;15
17;24;1,8;8,2;2007;5;15
19;10;3;8;2007;5;15
20;19;3,2;8,15;2007;5;15
21;9;0,4;8,05;2007;5;15
23;4;0,4;8,2;2007;5;15
3;24;3,9;8,25;2007;5;15
3;4;6;8,3;2007;5;15
26;19;1;8,15;2007;5;15
26;4;0,4;8,1;2007;5;15
32;9;0,61;8;2007;5;15
32;19;0,9;8,1;2007;5;15
35;9;1,2;8,05;2007;5;15
35;4;1;8,1;2007;5;15
36;19;0,75;8,1;2007;5;15
40;4;0,26;8,1;2007;5;15
4;10;4;8,05;2007;5;15
6;9;0,8;8,15;2007;5;15
6;13;1,1;8,15;2007;5;15
6;18;0,8;8,1;2007;5;15
6;8;1;8,2;2007;5;15
6;24;0,75;8,15;2007;5;15
6;8;2,5;8,1;2007;5;15
1;9;1;8,05;2007;5;16
1;12;1,4;8;2007;5;16
1;3;1,7;8,1;2007;5;16
1;4;5;8,1;2007;5;16
8;13;0,16;8,1;2007;5;16
9;18;5;8,3;2007;5;16
9;24;5;8,3;2007;5;16
10;24;4;8,25;2007;5;16
12;10;5;8;2007;5;16
12;13;1;8,3;2007;5;16
12;17;1;8,3;2007;5;16
16;9;2;8,05;2007;5;16
16;10;2;8,2;2007;5;16
16;19;2;8,1;2007;5;16
2;17;1,75;8,25;2007;5;16
2;24;2;8,2;2007;5;16
2;4;5;8,2;2007;5;16
17;15;3,6;8,15;2007;5;16
17;24;1,8;8,2;2007;5;16
17;4;4,5;8,2;2007;5;16
18;24;10;8,3;2007;5;16
19;17;1;8,35;2007;5;16
21;8;0,4;8,05;2007;5;16
23;10;1,35;7,98;2007;5;16
3;10;5;8,1;2007;5;16
26;4;1,3;8,1;2007;5;16
31;8;0,5;8,15;2007;5;16
32;10;0,9;8,1;2007;5;16
32;12;0,76;8,1;2007;5;16
32;4;0,9;8,1;2007;5;16
35;24;2;8,2;2007;5;16
36;3;0,4;8,1;2007;5;16
38;4;0,5;8,2;2007;5;16
40;3;0,22;8,1;2007;5;16
4;17;1;8,3;2007;5;16
4;24;5;8,2;2007;5;16
5;10;5;8,05;2007;5;16
5;13;1,5;8,3;2007;5;16
5;18;9;8,3;2007;5;16
6;13;1,1;8,2;2007;5;16
6;15;1,2;8,15;2007;5;16
6;18;0,8;8,1;2007;5;16
6;19;1;8,05;2007;5;16
6;20;2,4;8,1;2007;5;16
6;3;1,4;8,15;2007;5;16
6;4;2,5;8,1;2007;5;16
1;4;3,5;7,95;2007;5;17
8;6;0,24;8;2007;5;17
2;13;2,7;8;2007;5;17
21;9;0,3;7,95;2007;5;17
21;5;0,35;7,95;2007;5;17
3;13;3;8;2007;5;17
3;18;6;8;2007;5;17
26;10;1;8;2007;5;17
26;2;0,5;8;2007;5;17
26;19;1,5;8,05;2007;5;17
31;2;0,6;7,9;2007;5;17
32;9;0,9;8;2007;5;17
32;19;0,79;8;2007;5;17
35;10;1,2;7,8;2007;5;17
35;12;0,3;7,9;2007;5;17
35;17;0,3;7,95;2007;5;17
35;8;0,3;7,95;2007;5;17
35;20;0,3;7,95;2007;5;17
35;6;0,3;7,95;2007;5;17
36;19;1;8;2007;5;17
40;10;0,29;8;2007;5;17
5;24;1,8;8;2007;5;17
6;20;2,4;8,1;2007;5;17
1;15;4;7,85;2007;5;18
1;38;2;7,9;2007;5;18
1;6;4;7,8;2007;5;18
8;9;0,34;7,85;2007;5;18
10;20;0,55;8;2007;5;18
12;13;1,5;7,95;2007;5;18
18;24;7;7,95;2007;5;18
21;9;0,35;7,9;2007;5;18
21;5;0,4;7,85;2007;5;18
3;13;2;7,95;2007;5;18
26;18;1;7,85;2007;5;18
26;19;1,5;7,95;2007;5;18
32;19;0,79;7,9;2007;5;18
36;19;0,9;7,95;2007;5;18
40;10;0,27;8;2007;5;18
4;8;5;7,9;2007;5;18
4;8;5;7,85;2007;5;18
4;19;7,5;7,95;2007;5;18
4;24;5;8;2007;5;18
6;20;2;7,85;2007;5;18
1;9;1;7,85;2007;5;19
1;18;5;7,9;2007;5;19
1;24;1,5;7,85;2007;5;19
1;38;1;7,85;2007;5;19
1;6;2,5;7,85;2007;5;19
8;18;0,4;7,85;2007;5;19
10;24;5;7,9;2007;5;19
10;5;5;7,9;2007;5;19
12;13;1,5;7,95;2007;5;19
15;2;5;7,8;2007;5;19
15;18;3,5;7,85;2007;5;19
2;18;5;7,85;2007;5;19
21;9;0,4;7,8;2007;5;19
21;5;0,38;7,8;2007;5;19
3;20;1,3;7,9;2007;5;19
26;19;1;7,9;2007;5;19
32;9;0,75;7,85;2007;5;19
32;19;0,9;7,85;2007;5;19
35;9;1,2;7,8;2007;5;19
35;24;1,5;7,8;2007;5;19
35;5;2;7,85;2007;5;19
36;19;0,6;7,9;2007;5;19
40;4;0,29;7,8;2007;5;19
4;20;0,4;7,9;2007;5;19
6;20;1,2;7,9;2007;5;19
1;6;4;7,9;2007;5;22
8;13;0,31;7,9;2007;5;22
10;20;0,45;8;2007;5;22
10;20;3;7,9;2007;5;22
12;17;1,5;7,85;2007;5;22
15;9;1;7,7;2007;5;22
15;10;6;7,8;2007;5;22
15;12;3;7,7;2007;5;22
15;13;2,5;7,85;2007;5;22
15;2;2;7,7;2007;5;22
15;2;5;7,7;2007;5;22
15;17;2,5;7,85;2007;5;22
15;19;3,5;7,8;2007;5;22
15;24;5;7,9;2007;5;22
15;3;4;7,7;2007;5;22
15;3;4;7,75;2007;5;22
15;8;4;7,7;2007;5;22
15;5;5,5;7,8;2007;5;22
16;9;1;7,8;2007;5;22
16;19;1;7,9;2007;5;22
2;17;1,7;7,85;2007;5;22
2;18;3;7,75;2007;5;22
2;20;3;7,9;2007;5;22
2;24;2;7,9;2007;5;22
2;6;2;7,75;2007;5;22
18;10;3;7,8;2007;5;22
18;17;4;7,85;2007;5;22
18;19;5;7,85;2007;5;22
18;24;4;7,85;2007;5;22
18;24;5;7,85;2007;5;22
18;3;5;7,8;2007;5;22
20;24;3;7,9;2007;5;22
21;8;0,28;7,8;2007;5;22
21;2;0,3;7,8;2007;5;22
21;4;0,2;7,8;2007;5;22
21;5;0,4;7,8;2007;5;22
26;18;1,7;7,85;2007;5;22
26;19;1;7,85;2007;5;22
32;19;0,9;7,85;2007;5;22
35;24;1,6;7,65;2007;5;22
36;19;0,7;7,85;2007;5;22
40;8;0,25;7,8;2007;5;22
4;20;2,5;7,9;2007;5;22
4;23;0,1;7,95;2007;5;22
6;20;1,5;8;2007;5;22
1;17;1;7,8;2007;5;23
1;20;1,2;7,9;2007;5;23
1;38;2;7,8;2007;5;23
8;20;0,32;8;2007;5;23
10;20;0,13;7,9;2007;5;23
12;13;2;8;2007;5;23
12;15;3;7,9;2007;5;23
12;24;1;8;2007;5;23
15;10;6;7,8;2007;5;23
15;13;1,5;7,8;2007;5;23
15;17;2,5;7,9;2007;5;23
15;24;5;7,75;2007;5;23
15;4;7,5;7,75;2007;5;23
2;15;1,5;8;2007;5;23
2;17;0,75;8;2007;5;23
2;17;1;7,9;2007;5;23
2;24;2;8;2007;5;23
17;19;2,7;7,95;2007;5;23
18;24;3;8,05;2007;5;23
21;9;0,36;7,75;2007;5;23
21;5;0,4;7,75;2007;5;23
23;10;1,15;7,98;2007;5;23
3;15;5;7,9;2007;5;23
3;17;2,4;8;2007;5;23
3;18;3;8;2007;5;23
3;24;3,9;8;2007;5;23
3;6;2;8;2007;5;23
26;9;0,5;7,8;2007;5;23
26;10;0,5;7,8;2007;5;23
26;19;1,5;7,85;2007;5;23
31;2;1;7,7;2007;5;23
32;9;0,71;7,75;2007;5;23
32;19;0,9;7,75;2007;5;23
35;9;1,2;8;2007;5;23
35;24;0,7;7,65;2007;5;23
35;5;2;7,8;2007;5;23
40;10;0,21;7,8;2007;5;23
4;9;3;7,9;2007;5;23
4;13;3;7,9;2007;5;23
4;17;3;8;2007;5;23
4;18;5;7,85;2007;5;23
4;19;3;7,9;2007;5;23
4;19;4,5;7,9;2007;5;23
4;20;1,5;7,9;2007;5;23
4;23;0,3;7,8;2007;5;23
4;8;5;7,8;2007;5;23
5;13;2,5;7,95;2007;5;23
6;19;1;7,9;2007;5;23
8;19;0,18;7,8;2007;5;24
10;24;8;7,7;2007;5;24
10;5;1,3;7,55;2007;5;24
12;18;3,5;7,7;2007;5;24
12;19;4;7,7;2007;5;24
12;24;2;7,7;2007;5;24
12;5;2;7,65;2007;5;24
12;5;2,5;7,5;2007;5;24
15;13;3,3;7,6;2007;5;24
16;9;1;7,6;2007;5;24
2;8;1;7,8;2007;5;24
2;24;2;7,8;2007;5;24
2;6;2;7,7;2007;5;24
17;20;0,6;8;2007;5;24
18;9;1;7,7;2007;5;24
18;10;3;7,7;2007;5;24
18;13;2,5;7,6;2007;5;24
18;20;1,9;7,9;2007;5;24
20;17;1,8;7,8;2007;5;24
21;9;0,4;7,75;2007;5;24
21;5;0,4;7,7;2007;5;24
3;17;1;7,8;2007;5;24
26;19;1,1;7,85;2007;5;24
32;9;0,9;7,75;2007;5;24
32;8;0,79;7,75;2007;5;24
35;5;1,5;7,5;2007;5;24
36;19;1,3;7,85;2007;5;24
40;8;0,21;7,85;2007;5;24
4;10;5;7,7;2007;5;24
4;9;5;7,85;2007;5;24
4;12;3;7,6;2007;5;24
4;12;3;7,8;2007;5;24
4;15;4;7,85;2007;5;24
4;2;5;7,8;2007;5;24
4;17;3,5;7,85;2007;5;24
4;19;7,5;7,8;2007;5;24
4;20;1,8;7,8;2007;5;24
4;24;5;7,85;2007;5;24
4;3;3;7,6;2007;5;24
4;5;2;7,85;2007;5;24
6;13;1;7,8;2007;5;24
6;17;0,8;7,8;2007;5;24
6;19;1;7,85;2007;5;24
6;24;0,75;7,8;2007;5;24
9;8;0,1;7,65;2007;5;25
10;18;8;7,6;2007;5;25
10;5;4;7,55;2007;5;25
10;6;2,5;8;2007;5;25
12;2;5;7,5;2007;5;25
12;20;0,6;7,6;2007;5;25
12;3;10;7,35;2007;5;25
12;6;2,5;8;2007;5;25
15;9;1;7,45;2007;5;25
15;24;5;7,5;2007;5;25
15;5;5,5;7,45;2007;5;25
16;19;0,8;7,5;2007;5;25
2;9;1,1;7,45;2007;5;25
2;17;1,7;7,45;2007;5;25
2;18;5;7,4;2007;5;25
2;19;4,8;7,5;2007;5;25
2;6;2;7,3;2007;5;25
17;9;0,1;8,24;2007;5;25
18;24;5;7,4;2007;5;25
20;17;1,8;7,45;2007;5;25
21;9;0,4;7,5;2007;5;25
21;5;0,4;7,4;2007;5;25
3;13;3;7,5;2007;5;25
26;18;1;7,6;2007;5;25
26;5;0,7;7,5;2007;5;25
32;6;0,76;7,55;2007;5;25
35;18;2;7,3;2007;5;25
36;9;1,2;7,55;2007;5;25
40;38;0,2;7,55;2007;5;25
4;9;2,5;7,6;2007;5;25
4;8;3;7,3;2007;5;25
4;13;3;7,5;2007;5;25
4;2;0,5;7,3;2007;5;25
4;19;7,5;7,5;2007;5;25
4;20;2,1;7,6;2007;5;25
4;3;5;7,35;2007;5;25
4;9;2;7,5;2007;5;25
4;5;3;7,4;2007;5;25
6;9;0,77;7,45;2007;5;25
6;19;1;7,6;2007;5;25
6;5;2;7,45;2007;5;25
1;18;3;7,35;2007;5;26
8;9;0,14;7,25;2007;5;26
12;13;1;7,1;2007;5;26
13;20;0,6;7,45;2007;5;26
15;13;3;7,4;2007;5;26
15;9;1;7,4;2007;5;26
15;24;5;7,35;2007;5;26
2;12;2;7,1;2007;5;26
2;13;2,7;7,4;2007;5;26
17;9;1;7,4;2007;5;26
18;9;2;7,35;2007;5;26
18;10;1;7,2;2007;5;26
18;12;3;7,3;2007;5;26
18;17;4,5;7,3;2007;5;26
18;6;1,5;8;2007;5;26
21;9;0,4;7,35;2007;5;26
21;5;0,4;7,25;2007;5;26
26;17;0,5;7,35;2007;5;26
26;9;1,2;7,35;2007;5;26
26;20;0,5;7,35;2007;5;26
32;9;0,9;7,35;2007;5;26
32;19;0,75;7,35;2007;5;26
36;19;0,6;7,35;2007;5;26
40;4;0,18;7,25;2007;5;26
4;9;2,5;7,4;2007;5;26
5;9;2,5;7,2;2007;5;26
5;13;2;7,2;2007;5;26
5;4;3;7,05;2007;5;26
5;6;3,6;8;2007;5;26
6;9;0,8;7,35;2007;5;26
6;9;1,1;7,4;2007;5;26
1;20;2,85;7,15;2007;5;30
1;20;4;7,2;2007;5;30
15;9;0,95;7,2;2007;5;30
15;9;2;7,15;2007;5;30
15;13;2,4;7,25;2007;5;30
15;17;2,5;7,2;2007;5;30
15;19;1;7,2;2007;5;30
15;24;2;7,15;2007;5;30
16;9;1,5;7,1;2007;5;30
2;9;1,3;7,2;2007;5;30
19;17;2,5;7,1;2007;5;30
20;19;4;7,2;2007;5;30
21;9;0,4;7,1;2007;5;30
21;3;0,5;7,1;2007;5;30
21;5;0,4;7,05;2007;5;30
23;10;0,25;7,35;2007;5;30
23;10;1,3;7,98;2007;5;30
3;15;1,5;8,1;2007;5;30
26;3;1,4;7,15;2007;5;30
26;6;1;7,1;2007;5;30
36;19;0,2;7,1;2007;5;30
40;3;0,16;7,1;2007;5;30
1;17;1;7,1;2007;5;31
1;18;3;7,1;2007;5;31
1;3;6;7,1;2007;5;31
1;6;5,6;7,1;2007;5;31
12;17;1,5;7,1;2007;5;31
12;18;3;7,05;2007;5;31
2;9;1;7,1;2007;5;31
2;13;2,7;7,1;2007;5;31
2;17;1,7;7,1;2007;5;31
2;18;5;7,1;2007;5;31
17;12;2;7,1;2007;5;31
17;9;3,7;7,1;2007;5;31
17;19;1;7,15;2007;5;31
17;20;0,6;7,2;2007;5;31
18;10;8;7,1;2007;5;31
18;12;3;7,1;2007;5;31
18;12;5;7,1;2007;5;31
18;13;3;7,1;2007;5;31
18;15;4,9;7,1;2007;5;31
18;15;5;7,1;2007;5;31
18;9;9;7,05;2007;5;31
18;3;2,5;7,1;2007;5;31
18;3;5;7,1;2007;5;31
18;4;5;7,1;2007;5;31
18;5;6,5;7,1;2007;5;31
19;15;1,5;7,05;2007;5;31
21;3;0,5;7,05;2007;5;31
3;13;2,5;7,1;2007;5;31
26;10;2;7,2;2007;5;31
26;2;1;7,05;2007;5;31
26;18;1;7,1;2007;5;31
26;19;1;7,1;2007;5;31
26;20;1,4;7,15;2007;5;31
26;3;1;7,1;2007;5;31
36;19;1,1;7,1;2007;5;31
38;17;1;7,1;2007;5;31
40;3;0,15;7,1;2007;5;31
4;12;2;7,1;2007;5;31
4;9;6;7,1;2007;5;31
4;19;3;7,15;2007;5;31
4;19;3;7,2;2007;5;31
4;3;5;7,1;2007;5;31
5;2;3;7,1;2007;5;31
6;20;1,4;7,15;2007;5;31
6;24;0,75;7,05;2007;5;31
1;12;4;7,1;2007;6;1
1;15;4,5;7,05;2007;6;1
1;2;0,6;7,1;2007;6;1
1;17;0,8;7,15;2007;6;1
1;18;3;7,1;2007;6;1
1;6;0,9;7,2;2007;6;1
8;6;0,41;7,1;2007;6;1
9;17;0,95;7,15;2007;6;1
9;19;1,5;7,25;2007;6;1
10;16;0,5;7,2;2007;6;1
10;19;6;7,2;2007;6;1
12;15;3;7,15;2007;6;1
12;2;5;7,1;2007;6;1
12;17;0,19;7,15;2007;6;1
12;19;5;7,15;2007;6;1
12;3;5;7,1;2007;6;1
12;6;1,1;7,2;2007;6;1
13;18;0,6;7,1;2007;6;1
15;17;2,45;7,1;2007;6;1
15;20;0,7;7,9;2007;6;1
2;15;3;7,15;2007;6;1
2;17;1,7;7,2;2007;6;1
2;19;3;7,25;2007;6;1
2;9;1,1;7,1;2007;6;1
2;6;2;7,2;2007;6;1
17;16;0,5;7,3;2007;6;1
17;19;2,8;7,2;2007;6;1
17;39;0,4;8,25;2007;6;1
18;13;2;7,3;2007;6;1
19;17;5;7,2;2007;6;1
19;18;5;7,15;2007;6;1
20;15;2,5;7,15;2007;6;1
21;2;0,2;7,85;2007;6;1
3;19;7;7,25;2007;6;1
26;12;0,9;7,05;2007;6;1
26;18;1;7,1;2007;6;1
26;19;3;7,15;2007;6;1
26;20;1,4;7,15;2007;6;1
26;6;2;7,2;2007;6;1
32;19;0,9;7,2;2007;6;1
32;6;0,9;7,2;2007;6;1
36;19;0,79;7,15;2007;6;1
4;12;4,9;7,1;2007;6;1
4;12;5,1;7,15;2007;6;1
4;15;6;7,15;2007;6;1
4;9;1,1;7,1;2007;6;1
4;19;0,4;7,1;2007;6;1
4;9;0,25;7,15;2007;6;1
5;19;3,7;7,3;2007;6;1
6;12;2;7,1;2007;6;1
6;13;1,1;7,2;2007;6;1
6;9;1,2;7,1;2007;6;1
6;2;0,88;8;2007;6;1
6;18;0,8;7,1;2007;6;1
6;18;0,8;8;2007;6;1
6;19;1;7,2;2007;6;1
6;20;1,7;7,2;2007;6;1
6;3;1,4;7,1;2007;6;1
1;20;3;8,15;2007;6;2
1;20;5;8,15;2007;6;2
1;9;1;8,15;2007;6;2
8;13;0,41;8,05;2007;6;2
9;12;3;8,25;2007;6;2
9;17;1;8,35;2007;6;2
9;18;4;8,5;2007;6;2
9;9;1,5;8,4;2007;6;2
9;3;3;8,45;2007;6;2
10;9;2;8,2;2007;6;2
12;18;1;8,7;2007;6;2
15;13;1,3;8,65;2007;6;2
15;17;2,4;8,65;2007;6;2
15;18;4,5;8,65;2007;6;2
17;19;0,3;8,3;2007;6;2
18;9;2,5;8,3;2007;6;2
19;9;8,5;8,45;2007;6;2
19;23;0,3;8,2;2007;6;2
20;15;5;8,15;2007;6;2
20;18;3;8,15;2007;6;2
21;9;0,4;8;2007;6;2
21;5;0,5;7,95;2007;6;2
24;12;2,5;8,7;2007;6;2
24;9;1,3;8,65;2007;6;2
24;18;0,5;8,5;2007;6;2
26;10;1;8;2007;6;2
26;13;3;8,1;2007;6;2
26;19;1;8;2007;6;2
26;20;0,5;8;2007;6;2
26;6;1;8,05;2007;6;2
32;9;0,9;8,05;2007;6;2
35;6;1,2;8,3;2007;6;2
38;10;0,5;8,15;2007;6;2
38;3;1;8,15;2007;6;2
40;3;0,1;8,05;2007;6;2
4;9;3;8,2;2007;6;2
4;17;3,75;8,25;2007;6;2
4;9;7;8,35;2007;6;2
5;12;2;8,65;2007;6;2
5;17;0,9;8,65;2007;6;2
5;19;1;8,7;2007;6;2
6;12;2;8,2;2007;6;2
6;13;1,1;8,1;2007;6;2
6;17;0,8;8,3;2007;6;2
6;19;1;8;2007;6;2
6;24;0,75;8,1;2007;6;2
6;3;1,4;8,15;2007;6;2
1;9;1,5;8,5;2007;6;5
1;6;4,1;8,6;2007;6;5
8;19;0,41;8,6;2007;6;5
9;10;3;8,7;2007;6;5
9;24;5;8,6;2007;6;5
15;24;3;8,6;2007;6;5
17;12;4;8,65;2007;6;5
17;10;0,5;8,75;2007;6;5
17;24;1,8;8,7;2007;6;5
17;3;3,7;8,65;2007;6;5
19;23;0,1;8,65;2007;6;5
21;3;0,4;8,4;2007;6;5
26;12;1;8,5;2007;6;5
26;13;1,2;8,45;2007;6;5
26;6;2;8,55;2007;6;5
31;2;0,55;8,4;2007;6;5
32;12;0,9;8,6;2007;6;5
32;19;0,73;8,5;2007;6;5
35;10;1,2;8,6;2007;6;5
36;19;0,4;8,45;2007;6;5
40;3;0,1;8,5;2007;6;5
4;9;2,5;8,65;2007;6;5
4;19;7;8,65;2007;6;5
5;10;4,8;8,5;2007;6;5
5;13;2,7;8,6;2007;6;5
5;24;1,8;8,7;2007;6;5
6;12;2,4;8,6;2007;6;5
6;13;1,1;8,6;2007;6;5
6;18;0,8;8,5;2007;6;5
6;19;1;8,7;2007;6;5
6;9;1,2;8,65;2007;6;5
6;9;0,75;8,7;2007;6;5
6;3;1,4;8,4;2007;6;5
1;9;1;7,9;2007;6;6
1;9;4;7,95;2007;6;6
1;17;1,8;7,9;2007;6;6
1;9;6;8,25;2007;6;6
1;20;1,3;8,4;2007;6;6
1;24;1,5;8,2;2007;6;6
1;9;3;8,4;2007;6;6
9;18;0,8;8,1;2007;6;6
9;24;5;8,3;2007;6;6
10;24;5;8,35;2007;6;6
12;24;3;8,25;2007;6;6
15;24;3;8,3;2007;6;6
2;12;3;8,25;2007;6;6
2;17;1,7;8,2;2007;6;6
2;18;4;8;2007;6;6
2;19;3;8,25;2007;6;6
2;24;2;8,1;2007;6;6
17;18;0,8;8,25;2007;6;6
21;2;0,3;7,95;2007;6;6
21;3;0,5;7,95;2007;6;6
21;4;0,2;7,95;2007;6;6
23;10;0,95;7,98;2007;6;6
3;9;3,9;8,35;2007;6;6
26;9;0,6;8,15;2007;6;6
26;12;0,5;8,3;2007;6;6
26;19;2;8,25;2007;6;6
26;4;1;8,35;2007;6;6
31;2;0,6;8;2007;6;6
32;12;0,9;8,3;2007;6;6
38;10;1,5;8,2;2007;6;6
4;10;10;8,2;2007;6;6
4;13;2,4;8,3;2007;6;6
4;18;7,5;8,15;2007;6;6
4;19;5;8,25;2007;6;6
4;20;1,3;8,4;2007;6;6
5;13;2,7;8,15;2007;6;6
6;12;1,6;8,3;2007;6;6
6;13;1,1;8,05;2007;6;6
6;17;0,8;8,25;2007;6;6
6;18;0,8;8,2;2007;6;6
6;19;1;8,1;2007;6;6
6;20;2,4;8,25;2007;6;6
1;20;5;8,25;2007;6;7
1;6;2,4;8,3;2007;6;7
8;19;0,73;8,1;2007;6;7
9;10;1;8,4;2007;6;7
9;19;1,5;8,25;2007;6;7
12;17;1,5;8,2;2007;6;7
12;19;5;8,3;2007;6;7
15;12;5;8,35;2007;6;7
15;13;2,5;8,3;2007;6;7
15;17;2,5;8,35;2007;6;7
15;3;6;8,2;2007;6;7
16;9;0,5;8,2;2007;6;7
2;10;4,5;8,15;2007;6;7
2;10;4,5;8,35;2007;6;7
2;13;1;8,25;2007;6;7
2;17;1,75;8,4;2007;6;7
2;9;4,8;8,2;2007;6;7
2;26;0,4;8,4;2007;6;7
17;19;1;8,2;2007;6;7
18;12;6,5;8,3;2007;6;7
18;2;5,5;8,3;2007;6;7
18;17;1;8,3;2007;6;7
18;19;5;8,3;2007;6;7
19;12;5;8,3;2007;6;7
21;9;0,4;8,15;2007;6;7
3;10;10;8,4;2007;6;7
3;19;7;8,3;2007;6;7
26;10;1;8,3;2007;6;7
26;18;0,7;8,2;2007;6;7
32;12;0,9;8,3;2007;6;7
32;19;0,53;8,2;2007;6;7
36;19;1,3;8,3;2007;6;7
38;18;1,5;8,25;2007;6;7
40;10;0,48;8,3;2007;6;7
4;10;3;8,3;2007;6;7
4;13;3;8,35;2007;6;7
4;19;7;8,3;2007;6;7
4;20;2,4;8,4;2007;6;7
6;17;0,8;8,35;2007;6;7
6;19;1;8,25;2007;6;7
1;15;4;8,1;2007;6;8
1;20;1,8;8,25;2007;6;8
1;3;5,5;8,2;2007;6;8
1;4;3,5;8,1;2007;6;8
1;6;0,8;8,2;2007;6;8
1;6;3,2;8,25;2007;6;8
8;13;0,6;8,25;2007;6;8
10;13;3;8,25;2007;6;8
12;18;3;8,35;2007;6;8
15;13;2,5;8,2;2007;6;8
15;5;4;8,25;2007;6;8
16;12;3,5;8,15;2007;6;8
2;12;1,5;8,2;2007;6;8
2;12;6;8,2;2007;6;8
2;13;2,7;8,2;2007;6;8
2;15;2,5;8,2;2007;6;8
17;39;0,9;8,25;2007;6;8
19;5;1,5;8,2;2007;6;8
21;9;0,4;8,1;2007;6;8
21;3;0,2;8,05;2007;6;8
23;19;0,35;8,25;2007;6;8
24;5;1,2;8,25;2007;6;8
3;20;1,2;7,95;2007;6;8
26;20;0,7;8,15;2007;6;8
32;12;0,9;8,15;2007;6;8
35;5;2;8,15;2007;6;8
36;10;1,3;8;2007;6;8
38;17;1;8,15;2007;6;8
40;3;0,39;8,2;2007;6;8
4;12;9;8,2;2007;6;8
4;13;3;8,35;2007;6;8
4;18;7,5;8,2;2007;6;8
6;20;0,3;7,85;2007;6;8
1;18;6;8,25;2007;6;9
1;6;2,4;8,25;2007;6;9
8;13;0,72;8,3;2007;6;9
9;10;2;8,4;2007;6;9
9;13;0,3;8,7;2007;6;9
9;18;4;8,6;2007;6;9
9;3;2,4;8,4;2007;6;9
9;5;5;8,65;2007;6;9
10;10;2;8,35;2007;6;9
10;17;1;8,45;2007;6;9
10;18;5;8,6;2007;6;9
12;13;1,2;8,4;2007;6;9
12;18;0,5;8,7;2007;6;9
12;19;0,5;8,65;2007;6;9
12;5;2,5;8,7;2007;6;9
15;5;2,5;8,55;2007;6;9
16;12;3,5;8,2;2007;6;9
2;17;0,5;8,6;2007;6;9
2;18;2;8,55;2007;6;9
21;9;0,4;8,2;2007;6;9
21;4;0,3;8,2;2007;6;9
23;19;0,4;8,3;2007;6;9
3;17;2,4;8,4;2007;6;9
26;6;0,6;8,25;2007;6;9
32;12;0,57;8,25;2007;6;9
32;19;0,9;8,3;2007;6;9
35;18;2;8,4;2007;6;9
35;5;2;8,5;2007;6;9
36;19;1,1;8,25;2007;6;9
38;18;2;8,3;2007;6;9
40;4;0,38;8,2;2007;6;9
4;10;5;8,55;2007;6;9
4;13;3;8,45;2007;6;9
4;9;7;8,4;2007;6;9
4;19;1,5;8,7;2007;6;9
4;19;3;8,45;2007;6;9
5;9;0,95;8,45;2007;6;9
6;10;1,2;8,4;2007;6;9
1;24;1,5;8,25;2007;6;12
1;6;3,2;8,3;2007;6;12
8;19;0,7;8,2;2007;6;12
9;17;1,2;8,6;2007;6;12
9;18;4;8,5;2007;6;12
10;18;2;8,5;2007;6;12
12;18;2,8;8,55;2007;6;12
12;19;2;8,65;2007;6;12
15;12;5;8,65;2007;6;12
15;24;1;8,8;2007;6;12
16;12;3;8,35;2007;6;12
2;13;2,7;8,1;2007;6;12
2;17;1,75;8,1;2007;6;12
2;18;5;8,5;2007;6;12
2;19;3;8,2;2007;6;12
18;12;3;8,4;2007;6;12
19;18;2;8,65;2007;6;12
21;9;0,4;8,4;2007;6;12
21;3;0,3;8,4;2007;6;12
26;10;0,4;8,3;2007;6;12
32;9;0,55;8,2;2007;6;12
32;12;0,9;8,3;2007;6;12
36;19;1,1;8,3;2007;6;12
38;17;1;8,4;2007;6;12
